Title,Created Date, Modified Date,Severity Level,Status
[Azure Virtual Network Device Modified or Deleted](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/activity_logs/azure_network_virtual_device_modified_or_deleted.yml),2021-08-08,2022-08-23,medium,test
[Azure New CloudShell Created](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/activity_logs/azure_new_cloudshell_created.yml),2021-09-21,2022-08-23,medium,test
[Azure Owner Removed From Application or Service Principal](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/activity_logs/azure_owner_removed_from_application_or_service_principal.yml),2021-09-03,2022-10-09,medium,test
[Rare Subscription-level Operations In Azure](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/activity_logs/azure_rare_operations.yml),2020-05-07,2023-10-11,medium,test
[Azure Service Principal Created](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/activity_logs/azure_service_principal_created.yml),2021-09-02,2022-10-09,medium,test
[Azure Service Principal Removed](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/activity_logs/azure_service_principal_removed.yml),2021-09-03,2022-10-09,medium,test
[Azure Subscription Permission Elevation Via ActivityLogs](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/activity_logs/azure_subscription_permissions_elevation_via_activitylogs.yml),2021-11-26,2022-08-23,high,test
[Azure Suppression Rule Created](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/activity_logs/azure_suppression_rule_created.yml),2021-08-16,2022-08-23,medium,test
[Azure Virtual Network Modified or Deleted](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/activity_logs/azure_virtual_network_modified_or_deleted.yml),2021-08-08,2022-08-23,medium,test
[Azure VPN Connection Modified or Deleted](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/activity_logs/azure_vpn_connection_modified_or_deleted.yml),2021-08-08,2022-08-23,medium,test
[CA Policy Removed by Non Approved Actor](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_aad_secops_ca_policy_removedby_bad_actor.yml),2022-07-19,2022-07-19,medium,test
[CA Policy Updated by Non Approved Actor](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_aad_secops_ca_policy_updatedby_bad_actor.yml),2022-07-19,2024-05-28,medium,test
[New CA Policy by Non-approved Actor](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_aad_secops_new_ca_policy_addedby_bad_actor.yml),2022-07-18,2022-07-18,medium,test
[Account Created And Deleted Within A Close Time Frame](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_ad_account_created_deleted.yml),2022-08-11,2022-08-18,high,test
[Bitlocker Key Retrieval](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_ad_bitlocker_key_retrieval.yml),2022-06-28,2022-06-28,medium,test
[Certificate-Based Authentication Enabled](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_ad_certificate_based_authencation_enabled.yml),2024-03-26,2024-03-26,medium,test
[Changes to Device Registration Policy](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_ad_device_registration_policy_changes.yml),2022-06-28,2022-06-28,high,test
[Guest Users Invited To Tenant By Non Approved Inviters](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_ad_guest_users_invited_to_tenant_by_non_approved_inviters.yml),2022-07-28,2022-07-28,medium,test
[New Root Certificate Authority Added](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_ad_new_root_ca_added.yml),2024-03-26,2024-03-26,medium,test
[Users Added to Global or Device Admin Roles](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_ad_users_added_to_device_admin_roles.yml),2022-06-28,2022-06-28,high,test
[Application AppID Uri Configuration Changes](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_app_appid_uri_changes.yml),2022-06-02,2022-06-02,high,test
[Added Credentials to Existing Application](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_app_credential_added.yml),2022-05-26,2022-05-26,high,test
[Delegated Permissions Granted For All Users](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_app_delegated_permissions_all_users.yml),2022-07-28,2022-07-28,high,test
[End User Consent](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_app_end_user_consent.yml),2022-07-28,2022-07-28,low,test
[End User Consent Blocked](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_app_end_user_consent_blocked.yml),2022-07-10,2022-07-10,medium,test
[Added Owner To Application](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_app_owner_added.yml),2022-06-02,2022-06-02,medium,test
[App Granted Microsoft Permissions](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_app_permissions_msft.yml),2022-07-10,2022-07-10,high,test
[App Granted Privileged Delegated Or App Permissions](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_app_privileged_permissions.yml),2022-07-28,2023-03-29,high,test
[App Assigned To Azure RBAC/Microsoft Entra Role](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_app_role_added.yml),2022-07-19,2024-11-04,medium,test
[Application URI Configuration Changes](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_app_uri_modifications.yml),2022-06-02,2022-06-02,high,test
[Windows LAPS Credential Dump From Entra ID](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_auditlogs_laps_credential_dumping.yml),2024-06-26,2024-06-26,high,test
[Change to Authentication Method](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_change_to_authentication_method.yml),2021-10-10,2022-12-25,medium,test
[Azure Domain Federation Settings Modified](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_federation_modified.yml),2021-09-06,2022-06-08,medium,test
[User Added To Group With CA Policy Modification Access](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_group_user_addition_ca_modification.yml),2022-08-04,2022-08-04,medium,test
[User Removed From Group With CA Policy Modification Access](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_group_user_removal_ca_modification.yml),2022-08-04,2022-08-04,medium,test
[Guest User Invited By Non Approved Inviters](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_guest_invite_failure.yml),2022-08-10,2022-08-10,medium,test
[User State Changed From Guest To Member](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_guest_to_member.yml),2022-06-30,2022-06-30,medium,test
[PIM Approvals And Deny Elevation](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_pim_activation_approve_deny.yml),2022-08-09,2022-08-09,high,test
[PIM Alert Setting Changes To Disabled](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_pim_alerts_disabled.yml),2022-08-09,2022-08-09,high,test
[Changes To PIM Settings](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_pim_change_settings.yml),2022-08-09,2022-08-09,high,test
[User Added To Privilege Role](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_priviledged_role_assignment_add.yml),2022-08-06,2022-08-06,high,test
[Bulk Deletion Changes To Privileged Account Permissions](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_priviledged_role_assignment_bulk_change.yml),2022-08-05,2022-08-05,high,test
[Privileged Account Creation](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_privileged_account_creation.yml),2022-08-11,2022-08-16,medium,test
[Azure Subscription Permission Elevation Via AuditLogs](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_subscription_permissions_elevation_via_auditlogs.yml),2021-11-26,2022-12-25,high,test
[Temporary Access Pass Added To An Account](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_tap_added.yml),2022-08-10,2022-08-10,high,test
[User Risk and MFA Registration Policy Updated](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_update_risk_and_mfa_registration_policy.yml),2024-08-13,2024-08-13,high,experimental
[Multi Factor Authentication Disabled For User Account](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_user_account_mfa_disable.yml),2024-08-21,2024-08-21,medium,experimental
[Password Reset By User Account](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/audit_logs/azure_user_password_change.yml),2022-08-03,2022-08-03,medium,test
[Anomalous Token](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_anomalous_token.yml),2023-08-07,2023-08-07,high,test
[Anomalous User Activity](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_anomalous_user.yml),2023-09-03,2023-09-03,high,test
[Activity From Anonymous IP Address](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_anonymous_ip_activity.yml),2023-09-03,2023-09-03,high,test
[Anonymous IP Address](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_anonymous_ip_address.yml),2023-08-22,2023-08-22,high,test
[Atypical Travel](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_atypical_travel.yml),2023-09-03,2023-09-03,high,test
[Impossible Travel](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_impossible_travel.yml),2023-09-03,2023-09-03,high,test
[Suspicious Inbox Forwarding Identity Protection](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_inbox_forwarding_rule.yml),2023-09-03,2023-09-03,high,test
[Suspicious Inbox Manipulation Rules](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_inbox_manipulation.yml),2023-09-03,2023-09-03,high,test
[Azure AD Account Credential Leaked](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_leaked_credentials.yml),2023-09-03,2023-09-03,high,test
[Malicious IP Address Sign-In Failure Rate](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_malicious_ip_address.yml),2023-09-07,2023-09-07,high,test
[Malicious IP Address Sign-In Suspicious](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_malicious_ip_address_suspicious.yml),2023-09-07,2023-09-07,high,test
[Sign-In From Malware Infected IP](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_malware_linked_ip.yml),2023-09-03,2023-09-03,high,test
[New Country](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_new_coutry_region.yml),2023-09-03,2023-09-03,high,test
[Password Spray Activity](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_password_spray.yml),2023-09-03,2023-09-03,high,test
[Primary Refresh Token Access Attempt](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_prt_access.yml),2023-09-07,2023-09-07,high,test
[Suspicious Browser Activity](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_suspicious_browser.yml),2023-09-03,2023-09-03,high,test
[Azure AD Threat Intelligence](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_threat_intel.yml),2023-09-07,2023-09-07,high,test
[SAML Token Issuer Anomaly](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_token_issuer_anomaly.yml),2023-09-03,2023-09-03,high,test
[Unfamiliar Sign-In Properties](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/identity_protection/azure_identity_protection_unfamilar_sign_in.yml),2023-09-03,2023-09-03,high,test
[Stale Accounts In A Privileged Role](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/privileged_identity_management/azure_pim_account_stale.yml),2023-09-14,2023-09-14,high,test
[Invalid PIM License](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/privileged_identity_management/azure_pim_invalid_license.yml),2023-09-14,2023-09-14,high,test
[Roles Assigned Outside PIM](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/privileged_identity_management/azure_pim_role_assigned_outside_of_pim.yml),2023-09-14,2023-09-14,high,test
[Roles Activated Too Frequently](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/privileged_identity_management/azure_pim_role_frequent_activation.yml),2023-09-14,2023-09-14,high,test
[Roles Are Not Being Used](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/privileged_identity_management/azure_pim_role_not_used.yml),2023-09-14,2023-09-14,high,test
[Roles Activation Doesn't Require MFA](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/privileged_identity_management/azure_pim_role_no_mfa_required.yml),2023-09-14,2023-09-14,high,test
[Too Many Global Admins](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/privileged_identity_management/azure_pim_too_many_global_admins.yml),2023-09-14,2023-09-14,high,test
[Account Lockout](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_account_lockout.yml),2021-10-10,2022-12-25,medium,test
[Successful Authentications From Countries You Do Not Operate Out Of](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_authentications_from_countries_you_do_not_operate_out_of.yml),2022-07-28,2022-07-28,medium,test
[Increased Failed Authentications Of Any Type](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_auth_failure_increase.yml),2022-08-11,2022-08-11,medium,test
[Measurable Increase Of Successful Authentications](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_auth_sucess_increase.yml),2022-08-11,2022-08-18,low,test
[Authentications To Important Apps Using Single Factor Authentication](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_auth_to_important_apps_using_single_factor_auth.yml),2022-07-28,2022-07-28,medium,test
[Discovery Using AzureHound](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_azurehound_discovery.yml),2022-11-27,2022-11-27,high,test
[Device Registration or Join Without MFA](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_device_registration_or_join_without_mfa.yml),2022-06-28,2022-06-28,medium,test
[Failed Authentications From Countries You Do Not Operate Out Of](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_failed_auth_from_countries_you_do_not_operate_out_of.yml),2022-07-28,2022-07-28,low,test
[Azure AD Only Single Factor Authentication Required](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_only_single_factor_auth_required.yml),2022-07-27,2022-07-27,low,test
[Suspicious SignIns From A Non Registered Device](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_risky_sign_ins_with_singlefactorauth_from_unknown_devices.yml),2023-01-10,2023-01-10,high,test
[Sign-ins from Non-Compliant Devices](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_sign_ins_from_noncompliant_devices.yml),2022-06-28,2022-06-28,high,test
[Sign-ins by Unknown Devices](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_sign_ins_from_unknown_devices.yml),2022-06-28,2022-10-05,low,test
[Potential MFA Bypass Using Legacy Client Authentication](https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/azure/signin_logs/azure_ad_suspicious_signin_bypassing_mfa.yml),2023-03-20,2023-03-20,high,test
